day,time,channelID,level,landcover,boundary,temperature,humidity,pressure
8,201811082000,C01,high,forest,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",63.01621276368183,10.575185903338133,29.76191585830636
8,201811082000,C02,high,forest,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",63.01621276368183,10.575185903338133,29.76191585830636
8,201811082000,C06,high,forest,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",63.01621276368183,10.575185903338133,29.76191585830636
8,201811082000,C07_minus_C14,high,forest,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",63.01621276368183,10.575185903338133,29.76191585830636
9,201811092000,C01,high,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",41.94623984987596,42.007649579526365,29.6396593788974
9,201811092000,C02,high,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",41.94623984987596,42.007649579526365,29.6396593788974
9,201811092000,C06,normal,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",41.94623984987596,42.007649579526365,29.6396593788974
9,201811092000,C07_minus_C14,normal,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",41.94623984987596,42.007649579526365,29.6396593788974
8,201811081600,C01,low,grassland,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",68.0163001415923,8.232955777976372,29.894409655831307
8,201811081600,C02,normal,grassland,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",68.0163001415923,8.232955777976372,29.894409655831307
8,201811081600,C06,normal,grassland,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",68.0163001415923,8.232955777976372,29.894409655831307
8,201811081600,C07_minus_C14,high,grassland,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",68.0163001415923,8.232955777976372,29.894409655831307
10,201811101800,C01,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",50.314742113088506,43.06858075219885,29.781141161518782
10,201811101800,C02,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",50.314742113088506,43.06858075219885,29.781141161518782
10,201811101800,C06,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",50.314742113088506,43.06858075219885,29.781141161518782
10,201811101800,C07_minus_C14,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",50.314742113088506,43.06858075219885,29.781141161518782
10,201811102200,C01,high,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",46.95399365936282,51.77996652170013,29.796999093194103
10,201811102200,C02,high,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",46.95399365936282,51.77996652170013,29.796999093194103
10,201811102200,C06,high,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",46.95399365936282,51.77996652170013,29.796999093194103
10,201811102200,C07_minus_C14,normal,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",46.95399365936282,51.77996652170013,29.796999093194103
11,201811110000,C01,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",44.30399951961567,41.6380138021106,29.82025133295332
11,201811110000,C02,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",44.30399951961567,41.6380138021106,29.82025133295332
11,201811110000,C06,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",44.30399951961567,41.6380138021106,29.82025133295332
11,201811110000,C07_minus_C14,normal,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",44.30399951961567,41.6380138021106,29.82025133295332
11,201811111500,C01,high,forest,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",68.97692055376417,9.460813717612638,29.82611928450055
11,201811111500,C02,high,forest,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",68.97692055376417,9.460813717612638,29.82611928450055
11,201811111500,C06,high,forest,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",68.97692055376417,9.460813717612638,29.82611928450055
11,201811111500,C07_minus_C14,normal,forest,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",68.97692055376417,9.460813717612638,29.82611928450055
8,201811081800,C01,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",62.761947864831235,9.298416220444674,29.795892354294203
8,201811081800,C02,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",62.761947864831235,9.298416220444674,29.795892354294203
8,201811081800,C06,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",62.761947864831235,9.298416220444674,29.795892354294203
8,201811081800,C07_minus_C14,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",62.761947864831235,9.298416220444674,29.795892354294203
9,201811092300,C01,high,grassland,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",41.38575745376777,37.78468102042367,29.620017392852674
9,201811092300,C02,high,grassland,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",41.38575745376777,37.78468102042367,29.620017392852674
9,201811092300,C06,normal,grassland,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",41.38575745376777,37.78468102042367,29.620017392852674
9,201811092300,C07_minus_C14,low,grassland,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",41.38575745376777,37.78468102042367,29.620017392852674
9,201811091800,C01,low,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",45.940684487277395,18.81425604432568,29.79778922228219
9,201811091800,C02,normal,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",45.940684487277395,18.81425604432568,29.79778922228219
9,201811091800,C06,low,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",45.940684487277395,18.81425604432568,29.79778922228219
9,201811091800,C07_minus_C14,normal,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",45.940684487277395,18.81425604432568,29.79778922228219
9,201811092100,C01,normal,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",44.76834948455717,41.63465987576874,29.86680460715457
9,201811092100,C02,normal,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",44.76834948455717,41.63465987576874,29.86680460715457
9,201811092100,C06,normal,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",44.76834948455717,41.63465987576874,29.86680460715457
9,201811092100,C07_minus_C14,normal,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",44.76834948455717,41.63465987576874,29.86680460715457
9,201811092100,C01,high,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",42.10954719922218,33.975454791291384,29.731461080247268
9,201811092100,C02,high,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",42.10954719922218,33.975454791291384,29.731461080247268
9,201811092100,C06,normal,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",42.10954719922218,33.975454791291384,29.731461080247268
9,201811092100,C07_minus_C14,normal,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",42.10954719922218,33.975454791291384,29.731461080247268
9,201811092200,C01,high,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",42.48207213106117,40.449445028053155,29.77335695205211
9,201811092200,C02,high,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",42.48207213106117,40.449445028053155,29.77335695205211
9,201811092200,C06,normal,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",42.48207213106117,40.449445028053155,29.77335695205211
9,201811092200,C07_minus_C14,normal,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",42.48207213106117,40.449445028053155,29.77335695205211
9,201811091900,C01,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",42.03557092274581,32.386305935515885,29.746791410316963
9,201811091900,C02,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",42.03557092274581,32.386305935515885,29.746791410316963
9,201811091900,C06,normal,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",42.03557092274581,32.386305935515885,29.746791410316963
9,201811091900,C07_minus_C14,normal,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",42.03557092274581,32.386305935515885,29.746791410316963
8,201811082100,C01,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",57.178249290757066,10.759828721539234,29.844227886761523
8,201811082100,C02,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",57.178249290757066,10.759828721539234,29.844227886761523
8,201811082100,C06,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",57.178249290757066,10.759828721539234,29.844227886761523
8,201811082100,C07_minus_C14,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",57.178249290757066,10.759828721539234,29.844227886761523
8,201811082300,C01,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",49.42908318145381,16.347163088926152,29.83494271496141
8,201811082300,C02,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",49.42908318145381,16.347163088926152,29.83494271496141
8,201811082300,C06,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",49.42908318145381,16.347163088926152,29.83494271496141
8,201811082300,C07_minus_C14,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",49.42908318145381,16.347163088926152,29.83494271496141
8,201811081900,C01,high,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",57.44556944179728,12.190197663403332,29.84791961638298
8,201811081900,C02,high,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",57.44556944179728,12.190197663403332,29.84791961638298
8,201811081900,C06,normal,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",57.44556944179728,12.190197663403332,29.84791961638298
8,201811081900,C07_minus_C14,normal,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",57.44556944179728,12.190197663403332,29.84791961638298
8,201811080000,C01,high,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",0.0,0.0,0.0
8,201811080000,C02,high,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",0.0,0.0,0.0
8,201811080000,C06,high,croplands,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",0.0,0.0,0.0
8,201811080000,C07_minus_C14,normal,croplands,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",0.0,0.0,0.0
8,201811081600,C01,normal,grassland,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",68.02560919896149,8.314080435811514,29.89338069721343
8,201811081600,C02,normal,grassland,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",68.02560919896149,8.314080435811514,29.89338069721343
8,201811081600,C06,low ,grassland,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",68.02560919896149,8.314080435811514,29.89338069721343
8,201811081600,C07_minus_C14,high,grassland,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",68.02560919896149,8.314080435811514,29.89338069721343
8,201811081800,C01,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",62.83119298212736,9.370487854961134,29.7870140291825
8,201811081800,C02,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",62.83119298212736,9.370487854961134,29.7870140291825
8,201811081800,C06,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",62.83119298212736,9.370487854961134,29.7870140291825
8,201811081800,C07_minus_C14,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",62.83119298212736,9.370487854961134,29.7870140291825
8,201811081800,C01,low,forest,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",60.08977578920689,10.86713336799004,29.05167879891488
8,201811081800,C02,low ,forest,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",60.08977578920689,10.86713336799004,29.05167879891488
8,201811081800,C06,low ,forest,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",60.08977578920689,10.86713336799004,29.05167879891488
8,201811081800,C07_minus_C14,low,forest,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",60.08977578920689,10.86713336799004,29.05167879891488
8,201811082100,C01,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",57.95102096677603,10.705075061577617,29.82433723283148
8,201811082100,C02,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",57.95102096677603,10.705075061577617,29.82433723283148
8,201811082100,C06,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",57.95102096677603,10.705075061577617,29.82433723283148
8,201811082100,C07_minus_C14,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",57.95102096677603,10.705075061577617,29.82433723283148
9,201811090000,C01,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",46.96849289936964,21.57091109697264,29.84302510765612
9,201811090000,C02,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",46.96849289936964,21.57091109697264,29.84302510765612
9,201811090000,C06,high,,"POLYGON ((2 1.3, 2.4 1.7, 2.8 1.8, 3.4 1.2, 3.7 1.6, 3.4 2, 4.1 3, 5.3 2.6, 5.4 1.2, 4.9 0.8, 2.9 0.7, 2 1.3))",46.96849289936964,21.57091109697264,29.84302510765612
9,201811090000,C07_minus_C14,high,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",46.96849289936964,21.57091109697264,29.84302510765612
9,201811090000,C01,low,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",46.39614294529575,21.798963876003466,28.09135058628301
9,201811090000,C02,low ,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",46.39614294529575,21.798963876003466,28.09135058628301
9,201811090000,C06,low ,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",46.39614294529575,21.798963876003466,28.09135058628301
9,201811090000,C07_minus_C14,low,,"POLYGON ((4 -0.5, 3.5 1, 2 1.5, 3.5 2, 4 3.5, 4.5 2, 6 1.5, 4.5 1, 4 -0.5))",46.39614294529575,21.798963876003466,28.09135058628301
